INSEE,NOM,moyenne_age
01082,Chanay,34.9949167591972
01083,Chaneins,38.1769093005514
01084,Chanoz-ChÃ¢tenay,37.2513572204126
01085,La Chapelle-du-ChÃ¢telard,39.3522369256551
01087,Charix,41.9892655838143
01088,Charnoz-sur-Ain,40.2511646283817
01089,ChÃ¢teau-Gaillard,36.4950942169992
01090,ChÃ¢tenay,41.6656957243755
01092,ChÃ¢tillon-la-Palud,39.1787579585919
01093,ChÃ¢tillon-sur-Chalaronne,45.5317157126517
01094,Chavannes-sur-Reyssouze,42.442930309641
01095,Nivigne et Suran,40.8624754258179
01096,Chaveyriat,39.5033572033099
01098,Chazey-Bons,40.7408651894883
01099,Chazey-sur-Ain,40.3732704402516
01100,Cheignieu-la-Balme,50.6717557251908
01101,Chevillard,42.2927631578947
01102,Chevroux,38.2580862979214
01103,Chevry,33.9331889390769
01104,ChÃ©zery-Forens,40.7945157879885
01105,Civrieux,37.3264463215962
01106,Cize,43.0474860335195
01107,Cleyzieu,42.6388888888889
01108,Coligny,47.7478937783114
01109,Collonges,34.7104217329972
01110,Colomieu,43.0128205128205
01111,Conand,41.8825757575758
01112,Condamine,35.46573875803
01113,Condeissiat,39.6699835277298
01114,Confort,41.2692594700106
01115,ConfranÃ§on,37.1455507538671
01116,Contrevoz,44.0914397350108
01117,Conzieu,37.6655629139073
01118,Corbonod,42.4390578580505
01121,Corlier,39.6206896551724
01123,Cormoranche-sur-SaÃ´ne,41.4107983089535
01124,Cormoz,41.7400284900285
01125,Corveissiat,40.5302929696721
01127,Courmangoux,44.3723341999753
01128,Courtes,41.1827242524917
01129,Crans,41.2986798679868
01130,Bresse Vallons,38.0699298610045
01133,Cressin-Rochefort,44.4037974683544
01134,Crottet,42.278998474992
01135,Crozet,36.4336957666579
01136,Cruzilles-lÃ¨s-MÃ©pillat,39.147143151921
01138,Culoz-BÃ©on,41.2448187600058
01139,Curciat-Dongalon,44.1675104426717
01140,Curtafond,43.0594061608563
01141,Cuzieu,43.967322694166
01142,Dagneux,38.1468740901961
01143,Divonne-les-Bains,38.569111389244
01145,Dompierre-sur-Veyle,41.5151595496323
01146,Dompierre-sur-Chalaronne,39.6009174311927
01147,Domsure,42.3527169184615
01148,Dortan,41.9667619502021
01149,Douvres,40.7586837294333
01150,Drom,39.2289719626168
01151,Druillat,43.2001755926251
01152,Ã‰challon,41.9957733594059
01153,Ã‰chenevex,35.936630716897
01155,Ã‰vosges,45.8802816901408
01156,Faramans,38.2012594434708
01157,Fareins,40.7668557447845
01158,Farges,37.1125356125356
01159,Feillens,42.272135591725
01160,Ferney-Voltaire,37.2437960632096
01162,Flaxieu,42.3615384615385
01163,Foissiat,43.3454861111111
01165,Francheleins,37.6667717528373
01166,Frans,40.1337854114048
01167,Garnerans,43.4891985869071
01169,Genouilleux,38.193241512008
01170,BÃ©ard-GÃ©ovreissiat,36.3686576400033
01171,GÃ©ovreisset,42.190192609669
01173,Gex,35.7407324784348
01174,Giron,40.7585227272727
01175,Gorrevod,42.133439303953
01177,Grand-Corent,46.1693989071038
01179,GriÃ¨ges,44.0339702760085
01180,Grilly,40.8800475059382
01181,Groissiat,43.4746077599949
01183,GuÃ©reins,40.8518585591465
01184,Hautecourt-RomanÃ¨che,41.8399470899471
01185,Plateau d'Hauteville,47.1799706949154
01187,Haut Valromey,47.7425999802001
01188,Illiat,37.7643171806167
01189,Injoux-GÃ©nissiat,38.2037564205702
01190,Innimond,48.438202247191
01191,Izenave,43.801282051282
01192,Izernore,39.0086996266846
01193,Izieu,48.0144003765542
01194,Jassans-Riottier,42.5054442165062
01195,Jasseron,43.3220543484117
01196,Jayat,36.8878274914425
01197,Journans,44.2777599415065
01198,Joyeux,37.0708672895422
01199,Jujurieux,40.8155982914947
01200,Labalme,40.830985915493
01202,Lagnieu,42.0283332468217
01203,Laiz,41.2175538800201
01204,Le Poizat-Lalleyriat,38.5931202646437
01206,Lantenay,42.4209355369952
01207,Lapeyrouse,38.399738592969
01208,Lavours,48.7037037037037
01209,LÃ©az,35.7027656133554
01210,LÃ©lex,44.0983396833989
01211,Lent,41.045515625717
01212,Lescheroux,40.6762640449438
01213,Leyment,37.534265777149
01214,Leyssard,43.1925465838509
01215,Surjoux-Lhopital,42.0595498653165
01216,Lhuis,48.1135964111622
01219,Lompnas,43.5853658536585
01224,Loyettes,35.8027955581168
01225,Lurcy,43.9089883615717
01227,Magnieu,42.5280373831776
01228,Maillat,40.6268051826469
01229,Malafretaz,40.8361028571844
01230,Mantenay-Montlin,43.7126215843978
01231,Manziat,42.8145364326353
01232,Marboz,43.7056515972203
01233,Marchamp,44.1946564885496
01234,Marignieu,46.5236686390532
01235,Marlieux,37.431721798134
01236,Marsonnas,40.0946204037266
01237,Martignat,38.5952343455456
01238,Massieux,39.7766703580657
01239,Massignieu-de-Rives,43.5810812096619
01240,Matafelon-Granges,42.5165910310897
01241,Meillonnas,43.0610150422935
01242,MÃ©rignat,37.7185185185185
01243,Messimy-sur-SaÃ´ne,41.3579345868296
01244,Meximieux,39.190047511878
01245,Bohas-Meyriat-Rignat,39.6738353064549
01246,MÃ©zÃ©riat,40.647991327127
01247,Mijoux,40.9113712374582
01248,Mionnay,39.9690423162584
01249,Miribel,38.8724269751029
01250,MisÃ©rieux,37.991794001511
01252,Mogneneins,40.0883675610408
01254,Montagnat,40.6844044182294
01255,Montagnieu,38.7078334527602
01257,Montanges,40.7137506847578
01258,Montceaux,40.5939807901288
01259,Montcet,37.3453389830508
01260,Le Montellier,37.0427631578947
01261,Monthieux,40.4394423918518
01262,Montluel,40.4241624311345
01263,Montmerle-sur-SaÃ´ne,42.5392182930072
01264,Montracol,40.6272047019296
01265,MontrÃ©al-la-Cluse,40.4783332389217
01266,Montrevel-en-Bresse,47.0969124100588
01267,Nurieux-Volognat,42.4680958770255
01268,Murs-et-GÃ©lignieux,42.7526761522919
01269,Nantua,39.9588745178704
01272,Neuville-les-Dames,43.1596257111592
01273,Neuville-sur-Ain,39.1441587371795
01274,Les Neyrolles,38.117196378773
01275,Neyron,40.6685739335456
01276,NiÃ©vroz,37.4509492188299
01277,Nivollet-Montgriffon,42.3193277310924
01279,Oncieu,48.0238095238095
01280,Ordonnaz,44.7411347517731
01281,Ornex,36.6917593837432
01282,Outriaz,41.7574165337732
01283,Oyonnax,39.2546475196205
01284,Ozan,39.0785714285714
01285,Parcieux,38.2934013274479
01286,Parves et Nattages,44.7526797184995
01288,PÃ©ron,36.4388168396528
01289,PÃ©ronnas,44.8869552401679
01290,PÃ©rouges,43.6963994259362
01291,Perrex,42.4587295747241
01293,Peyriat,41.6433121019108
01294,Peyrieu,40.7265497122848
01295,Peyzieux-sur-SaÃ´ne,34.6751814227275
01296,Pirajoux,39.3837554897355
01297,Pizay,37.7805083709043
01298,Plagne,41.7633333333333
01299,Le Plantay,38.3634780862723
01301,Polliat,42.4468338518973
01302,Pollieu,48.6757575757576
01303,Poncin,41.3481411531557
01304,Pont-d'Ain,40.6477272727273
01305,Pont-de-Vaux,47.9394835613629
01306,Pont-de-Veyle,44.3179697055797
01307,Port,42.6834620026133
01308,Pougny,40.0872318663585
01309,Pouillat,42.6704545454545
01310,PrÃ©meyzel,43.7219843369027
01311,PrÃ©millieu,45.4431818181818
01313,PrÃ©vessin-MoÃ«ns,35.182610639249
01314,Priay,39.2820441807276
01317,Ramasse,37.6261112834006
01318,RancÃ©,38.173397732628
01319,Relevant,40.2344753747323
01320,Replonges,41.0623532481085
01321,Revonnas,39.5410947188007
01322,Reyrieux,40.8978457512482
01323,Reyssouze,43.339059354596
01325,Rignieux-le-Franc,40.3676322776457
01328,Romans,44.0503666309788
01329,Rossillon,45.0030487804878
01330,Ruffieu,48.8833333333333
01331,Saint-Alban,41.4479166666667
01332,Saint-AndrÃ©-de-BÃ¢gÃ©,39.5661604189733
01333,Saint-AndrÃ©-de-Corcy,41.6771401127835
01334,Saint-AndrÃ©-d'Huiriat,36.4289433879818
01335,Saint-AndrÃ©-le-Bouchoux,35.8650076331624
01336,Saint-AndrÃ©-sur-Vieux-Jonc,39.7927548441449
01337,Saint-BÃ©nigne,41.4148995791872
01338,GroslÃ©e-Saint-Benoit,40.7828781619836
01339,Saint-Bernard,45.3557829319121
01342,Sainte-Croix,38.5769230769231
01343,Saint-Cyr-sur-Menthon,39.0250199236968
01344,Saint-Denis-lÃ¨s-Bourg,44.0755267666713
01345,Saint-Denis-en-Bugey,41.7256124721604
01346,Saint-Didier-d'Aussiat,40.5211267605634
01347,Saint-Didier-de-Formans,40.3175675675676
01348,Saint-Didier-sur-Chalaronne,40.9063266255387
01349,Saint-Ã‰loi,43.1899863992969
01350,Saint-Ã‰tienne-du-Bois,43.3323160589038
01351,Saint-Ã‰tienne-sur-Chalaronne,37.2648933494216
01352,Saint-Ã‰tienne-sur-Reyssouze,40.4318614053701
01353,Sainte-EuphÃ©mie,37.7079614069401
01354,Saint-Genis-Pouilly,33.6465072369741
01355,Saint-Genis-sur-Menthon,39.52426450017
01356,Saint-Georges-sur-Renon,37.7511961722488
01357,Saint-Germain-de-Joux,38.7161354581673
01358,Saint-Germain-les-Paroisses,45.2850369598171
01359,Saint-Germain-sur-Renon,39.982449055633
01360,Saint-Jean-de-Gonville,36.7814705119568
01361,Saint-Jean-de-Niost,39.5710743657382
01362,Saint-Jean-de-Thurigneux,39.4417179906552
01363,Saint-Jean-le-Vieux,41.5688368894428
01364,Saint-Jean-sur-Reyssouze,42.9074729646983
01365,Saint-Jean-sur-Veyle,40.5296383231365
01366,Sainte-Julie,35.3331159450986
01367,Saint-Julien-sur-Reyssouze,41.1248263034632
01368,Saint-Julien-sur-Veyle,37.4661375863136
01369,Saint-Just,44.0602035177165
01370,Saint-Laurent-sur-SaÃ´ne,42.9612286572825
01371,Saint-Marcel,36.9089929178275
01372,Saint-Martin-de-Bavel,40.0308105095212
01373,Saint-Martin-du-FrÃªne,42.5470763131814
01374,Saint-Martin-du-Mont,40.8297501685467
01375,Saint-Martin-le-ChÃ¢tel,41.1746506582854
01376,Saint-Maurice-de-Beynost,40.2755297267446
01378,Saint-Maurice-de-Gourdans,39.5168378939693
01379,Saint-Maurice-de-RÃ©mens,37.753280839895
01380,Saint-Nizier-le-Bouchoux,45.8145424836601
01381,Saint-Nizier-le-DÃ©sert,36.4018895311328
01382,Sainte-Olive,38.336264107386
01383,Saint-Paul-de-Varax,38.5687079316047
01384,Saint-Rambert-en-Bugey,41.4407674154194
01385,Saint-RÃ©my,43.6753756145464
01386,Saint-Sorlin-en-Bugey,41.3173679498657
01387,Saint-Sulpice,34.318359375
01388,Saint-Trivier-de-Courtes,48.0970719058198
01389,Saint-Trivier-sur-Moignans,42.2213127417728
01390,Saint-Vulbas,38.9920727672067
01391,Salavre,50.5840892219154
01392,Samognat,41.2680424970623
01393,Sandrans,38.3906463735751
01396,Sault-BrÃ©naz,41.7306535960468
01397,Sauverny,41.671806760653
01398,Savigneux,36.6226333328532
01399,SÃ©gny,37.0929213089604
01400,Seillonnaz,45.1350364963503
01401,Sergy,37.7485287460389
01402,Sermoyer,44.5165304806831
01403,SerriÃ¨res-de-Briord,41.7167938931298
01404,SerriÃ¨res-sur-Ain,47.1716417910448
01405,Servas,37.6042945053363
01406,Servignat,43.8706896551724
01407,Seyssel,40.5385374393823
01408,Simandre-sur-Suran,41.0753290714896
01410,Sonthonnax-la-Montagne,41.8958878585256
01411,Souclin,42.389556763197
01412,Sulignat,38.930408511613
01415,Talissieu,49.7280534351145
01416,Tenay,43.9556117011042
01418,Thil,39.8423482158513
01419,Thoiry,37.1440321018259
01420,Thoissey,45.6911057692308
01421,Torcieu,40.7274809074135
01422,Tossiat,42.062952835889
01423,Toussieux,35.5673879391017
01424,Tramoyes,39.6168403730115
01425,La TrancliÃ¨re,42.9363345266201
01426,Val-Revermont,42.018954509178
01427,TrÃ©voux,38.0691507942729
01428,Valeins,37.3531746031746
01429,Vandeins,39.4280638777703
01430,Varambon,40.0864779874214
01431,Vaux-en-Bugey,40.9428570935983
01432,Verjon,40.2867185990188
01433,Vernoux,37.0261437908497
01434,Versailleux,36.3588081789562
01435,Versonnex,37.494331222388
01436,Vesancy,41.3299094941935
01437,Vescours,40.8609865470852
01439,VÃ©sines,40.3888888888889
01441,Vieu-d'Izenave,37.8244681984219
01443,Villars-les-Dombes,42.3602427129376
01444,Villebois,41.275527768251
01445,Villemotier,39.9186202456657
01446,Villeneuve,37.3737270284108
01447,Villereversure,43.3447355476579
01448,Villes,40.111849072639
01449,Villette-sur-Ain,39.7218244725878
01450,Villieu-Loyes-Mollon,38.8284374198491
01451,Viriat,41.3858459321168
01452,Virieu-le-Grand,40.740865295923
01453,ArviÃ¨re-en-Valromey,45.5330372604441
01454,Virignin,37.7815941460874
01456,Vongnes,50.9084507042254
01457,Vonnas,41.6065464782009
02001,AbbÃ©court,39.2663366336634
02002,Achery,39.7223654029654
02003,Acy,41.7078707471474
02004,Agnicourt-et-SÃ©chelles,43.7540540540541
02005,Aguilcourt,40.4981469931537
02006,Aisonville-et-Bernoville,44.5459668992234
02007,Aizelles,43.628
02008,Aizy-Jouy,37.6703380703826
02009,Alaincourt,39.0207380349944
02010,Allemant,37.6468926553672
02011,Ambleny,42.6791990273315
02012,Ambrief,38.7253521126761
02013,Amifontaine,41.3661147073439
02014,Amigny-Rouy,40.3481276005548
02015,Ancienville,39.9615384615385
02016,Andelain,37.9837962962963
02017,Anguilcourt-le-Sart,35.3971779167981
02018,Anizy-le-Grand,41.5183089563478
02019,Annois,42.8413593263916
02020,Any-Martin-Rieux,43.3021978021978
02021,Archon,46.0974025974026
02022,Arcy-Sainte-Restitue,42.270235886536
02023,ArmentiÃ¨res-sur-Ourcq,41.0637254901961
02024,Arrancy,48.9555555555555
02025,Artemps,39.5914762895742
02027,Assis-sur-Serre,44.107476635514
02028,Athies-sous-Laon,41.5393972840678
02029,Attilly,43.2403322021111
02030,Aubencheul-aux-Bois,46.6743511706228
02031,Aubenton,41.8006624762921
02032,Aubigny-aux-Kaisnes,38.4130434782609
02033,Aubigny-en-Laonnois,43.7
02034,Audignicourt,36.1483050847458
02035,Audigny,36.2329958408021
02036,Augy,43.5972222222222
02037,Aulnois-sous-Laon,40.3123066578844
02038,Les Autels,52.1666666666667
02039,Autremencourt,36.4775986136695
02040,Autreppes,39.6460674157303
02041,Autreville,43.2327766183975
02042,Azy-sur-Marne,44.5266462124315
02043,Bagneux,43.1076923076923
02044,Bancigny,35.8333333333333
02046,Barenton-Bugny,41.4807713196994
02047,Barenton-Cel,49.8888888888889
02048,Barenton-sur-Serre,36.84375
02049,Barisis-aux-Bois,43.371130329384
02050,Barzy-en-ThiÃ©rache,39.88125
02051,Barzy-sur-Marne,44.1630931932782
02052,Bassoles-Aulers,41.5367647058824
02053,VallÃ©es en Champagne,43.1125940359535
02054,Bazoches-et-Saint-Thibaut,40.7250633761522
02055,BeaumÃ©,50.8202247191011
02056,Beaumont-en-Beine,37.3361581920904
02057,Beaurevoir,42.9236634479369
02058,Beaurieux,37.481614779874
02059,Beautor,40.9218997706693
02060,Beauvois-en-Vermandois,44.8674177234328
02061,Becquigny,36.5918450666933
02062,Belleau,42.7406015037594
02063,Bellenglise,39.8959636096779
02064,Belleu,47.3857743663608
02065,Bellicourt,40.5188918008556
02066,Benay,42.6989795918367
02067,Bergues-sur-Sambre,43.4952153110048
02068,Berlancourt,42.2272727272727
02069,Berlise,43.1915887850467
02070,Bernot,41.2868480725624
02071,Berny-RiviÃ¨re,40.74232474668
02072,Berrieux,40.8389830508475
02073,Berry-au-Bac,37.911349018819
02074,Bertaucourt-Epourdon,38.7068112409685
02075,Berthenicourt,42.1887755102041
02076,Bertricourt,36.7435897435897
02078,BesmÃ©,36.5518292682927
02079,Besmont,47.0328947368421
02080,Besny-et-Loizy,45.6065773819782
02081,BÃ©thancourt-en-Vaux,39.7987900720114
02082,Beugneux,39.2882882882883
02083,Beuvardes,40.1920082531595
02084,BÃ©zu-le-GuÃ©ry,38.3873940359856
02085,BÃ©zu-Saint-Germain,34.7092722765211
02086,Bichancourt,42.1255941735533
02087,Bieuxy,41.4264705882353
02088,BiÃ¨vres,40.64375
02089,Billy-sur-Aisne,44.7913722659137
02090,Billy-sur-Ourcq,37.2666666666667
02091,Blanzy-lÃ¨s-Fismes,42.1894736842105
02093,BlÃ©rancourt,40.4470976274711
02094,Blesmes,39.1000619299436
02095,Bohain-en-Vermandois,40.5322285781567
02096,Bois-lÃ¨s-Pargny,41.7632978723404
02097,Boncourt,41.4683732038833
02098,Bonneil,41.4553707724929
02099,Bonnesvalyn,37.9638009049774
02100,Bony,36.2101449275362
02101,Bosmont-sur-Serre,41.8982358011211
02102,Bouconville-Vauclair,41.5298913043478
02103,BouÃ©,40.7865643128522
02104,Bouffignereux,44.2424242424242
02105,Bouresches,43.0984455958549
02106,Bourg-et-Comin,43.2739442156542
02107,Bourguignon-sous-Coucy,40.1238095238095
02108,Bourguignon-sous-Montbavin,41.5126582278481
02109,La Bouteille,42.8344426245249
02110,Braine,43.4577048851758
02111,Brancourt-en-Laonnois,39.5158732457438
02112,Brancourt-le-Grand,41.9083152021264
02114,Brasles,48.5169167126973
02115,Braye-en-Laonnois,43.5794871794872
02116,Braye-en-ThiÃ©rache,49.3007518796993
02117,Bray-Saint-Christophe,42.3560606060606
02118,Braye,41.1230769230769
02119,BrÃ©cy,43.088785046729
02120,Brenelle,42.75
02121,Breny,40.6762295081967
02122,Brie,48.8272727272727
02123,Brissay-Choigny,43.6558511219723
02124,Brissy-HamÃ©gicourt,43.7355502864601
02125,Brumetz,39.2349726775956
02126,Brunehamel,45.2697562907753
02127,BruyÃ¨res-sur-FÃ¨re,43.2734375
02128,BruyÃ¨res-et-MontbÃ©rault,45.1423635107118
02129,Bruys,44.1315789473684
02130,Bucilly,44.2253886010363
02131,Bucy-le-Long,43.1686355315061
02132,Bucy-lÃ¨s-Cerny,37.48730964467
02133,Bucy-lÃ¨s-Pierrepont,41.309892210422
02134,Buire,43.9832790452176
02135,Buironfosse,43.131911472209
02136,Burelles,43.20703125
02137,Bussiares,36.9160305343511
02138,Buzancy,41.5105263157895
02139,CaillouÃ«l-CrÃ©pigny,41.1457529125123
02140,Camelin,39.713138095197
02141,La Capelle,44.815105641397
02142,Castres,39.7732793522267
02143,Le Catelet,40.421875
02144,Caulaincourt,37.5833333333333
02145,Caumont,40.8495412844037
02146,Celles-lÃ¨s-CondÃ©,42.4719101123595
02148,Celles-sur-Aisne,41.2180457125129
02149,Cerizy,41.45
02150,Cerny-en-Laonnois,42.4758064516129
02151,Cerny-lÃ¨s-Bucy,43.1826086956522
02152,Cerseuil,42.2303370786517
02153,CessiÃ¨res-Suzy,41.4131234183749
02154,Chacrise,39.6368371728783
02155,Chaillevois,43.4771573604061
02156,Chalandry,37.998023715415
02157,Chambry,44.5563549160671
02158,Chamouille,36.0736327185634
02159,Champs,41.3211920529801
02160,Chaourse,42.7635242860205
02162,La Chapelle-sur-ChÃ©zy,35.0738255033557
02163,Charly-sur-Marne,41.241228331058
02164,Le Charmel,41.5672782874618
02165,Charmes,42.5582742733678
02166,ChartÃ¨ves,41.9480356178983
02167,Chassemy,38.0942105423756
02168,ChÃ¢teau-Thierry,40.6966194892469
02169,ChÃ¢tillon-lÃ¨s-Sons,41.7771084337349
02170,ChÃ¢tillon-sur-Oise,44.6612903225806
02171,Chaudardes,40.4602272727273
02172,Chaudun,37.67
02173,Chauny,41.8768339862813
02174,Chavignon,38.5269461077844
02175,Chavigny,41.2088607594937
02176,Chavonne,36.9126213592233
02177,ChÃ©rÃªt,42.8812949640288
02178,Chermizy-Ailles,38.2216981132076
02179,ChÃ©ry-Chartreuve,40.0787401574803
02180,ChÃ©ry-lÃ¨s-Pouilly,39.6095041322314
02181,ChÃ©ry-lÃ¨s-Rozoy,43.6958762886598
02182,Chevennes,42.264
02183,Chevregny,41.7756756756757
02184,Chevresis-Monceau,46.6149460239025
02185,ChÃ©zy-en-Orxois,39.8773460432403
02186,ChÃ©zy-sur-Marne,47.8694060032597
02187,Chierry,44.0593059592266
02188,Chigny,49.6028368794326
02189,Chivres-en-Laonnois,41.8871435838441
02190,Chivres-Val,43.0290322840719
02191,Chivy-lÃ¨s-Ã‰touvelles,41.7498513701545
02192,Chouy,38.0142676483586
02193,Cierges,47.109375
02194,Cilly,47.0984455958549
02195,Ciry-Salsogne,39.8688888888889
02196,Clacy-et-Thierret,45.9555971048695
02197,Clairfontaine,40.2502411669811
02198,Clamecy,41.7960526315789
02199,Clastres,39.1702204181301
02200,Clermont-les-Fermes,42.2028301886793
02201,CÅ“uvres-et-Valsery,46.87288590292
02203,Coincy,40.4261826607822
02204,Coingt,54.4375
02205,Colligis-Crandelain,36.6529680365297
02206,Colonfay,41.6410256410256
02207,Commenchon,37.6244239631336
02208,Concevreux,40.0515267175573
02209,CondÃ©-en-Brie,40.2051021517092
02210,CondÃ©-sur-Aisne,40.0551959027941
02211,CondÃ©-sur-Suippe,38.6382943336797
02212,Condren,44.7322438026064
02213,Connigis,39.8231863516329
02214,Contescourt,35.8524590163934
02215,Corbeny,40.8294482339716
02216,Corcy,43.9310469086504
02217,Coucy-le-ChÃ¢teau-Auffrique,44.3159207586589
02218,Coucy-lÃ¨s-Eppes,39.7373660282668
02219,Coucy-la-Ville,40.5841836734694
02220,Coulonges-Cohan,38.392354278276
02221,Coupru,35.8928571428571
02222,Courbes,43.8333333333333
02223,Courboin,40.674257498355
02224,Courcelles-sur-Vesle,37.4636428916414
02225,Courchamps,37.8719512195122
02226,Courmelles,43.7061049921104
02227,Courmont,45.4208333333333
02228,Courtemont-Varennes,39.9081230714568
02229,Courtrizy-et-Fussigny,40.4594594594595
02230,Couvrelles,39.1993820404701
02231,Couvron-et-Aumencourt,35.5529415119896
02232,Coyolles,42.0054794520548
02233,Cramaille,38.4125874125874
02234,Craonne,42.9107142857143
02235,Craonnelle,40.6228070175439
02236,CrÃ©cy-au-Mont,40.5581702944228
02237,CrÃ©cy-sur-Serre,42.2621699514092
02238,CrÃ©py,39.9453850225333
02239,CrÃ©zancy,36.5943911912042
02240,Croix-Fonsomme,43.0151515151515
02241,La Croix-sur-Ourcq,43.3241758241758
02242,Crouttes-sur-Marne,39.5967684732116
02243,Crouy,42.4784653596073
02244,Crupilly,36.3359375
02245,Cuffies,39.5265157632236
02246,Cugny,40.8207684556075
02248,Cuirieux,37.6826923076923
02249,Cuiry-Housse,38.2009803921569
02250,Cuiry-lÃ¨s-Chaudardes,37
02251,Cuiry-lÃ¨s-Iviers,51.9074074074074
02252,Cuissy-et-Geny,40.943661971831
02253,Cuisy-en-Almont,40.7425061422963
02254,Cutry,36.7115384615385
02255,Cys-la-Commune,36.4346405228758
02256,Dagny-Lambercy,40.916
02257,Dallon,42.3145836067076
02258,Dammard,41.8546277309539
02259,Dampleux,43.6690202796213
02260,Danizy,39.3590146574553
02261,Dercy,41.0284947351258
02262,Deuillet,41.6729857819905
02263,Dhuizel,39.6741071428572
02264,Dizy-le-Gros,41.9221341349988
02265,Dohis,51.8658536585366
02266,Dolignon,47.9183673469388
02267,Dommiers,36.580253236425
02268,Domptin,37.4984473482409
02269,Dorengt,37.8279220779221
02270,Douchy,35.7177914110429
02271,Dravegny,39.5037878787879
02272,Droizy,34.46
02273,Dury,42.5628140703518
02274,Ã‰bouleau,39.295
02275,Effry,40.3322784810127
02276,Englancourt,42.405737704918
02277,Ã‰pagny,38.1793002915452
02278,Ã‰parcy,54.9411764705882
02279,Ã‰paux-BÃ©zu,41.9891304347826
02280,Ã‰pieds,39.2206742169136
02281,L'Ã‰pine-aux-Bois,40.9204224212321
02282,Eppes,39.7395833333333
02283,Erlon,40.1281610739042
02284,Erloy,45.4072164948454
02286,EsquÃ©hÃ©ries,41.7164453020899
02287,Essigny-le-Grand,47.2245848258345
02288,Essigny-le-Petit,40.5372492836676
02289,Essises,42.3180722884597
02290,EssÃ´mes-sur-Marne,41.5047883954848
02291,EstrÃ©es,40.3231502336506
02292,Ã‰tampes-sur-Marne,43.6014274981217
02293,Ã‰taves-et-Bocquiaux,40.6762596566669
02294,Ã‰touvelles,45.1995305164319
02295,Ã‰trÃ©aupont,42.5175282512866
02296,Ã‰treillers,46.6540996866171
02297,Ã‰trÃ©pilly,37.6382113821138
02298,Ã‰treux,42.8371739471937
02299,Ã‰vergnicourt,40.8061797752809
02302,Faverolles,37.3569126361345
02303,Fayet,44.720221996351
02304,La FÃ¨re,39.2969422220592
02305,FÃ¨re-en-Tardenois,44.3763554793155
02306,La FertÃ©-Chevresis,41.1431409404698
02307,La FertÃ©-Milon,42.4433209491143
02308,Fesmy-le-Sart,42.2371329642689
02309,Festieux,35.5847379376077
02310,Fieulaine,45.9672705777162
02311,Filain,38.2868217054264
02312,La Flamengrie,38.6996434839359
02313,Flavigny-le-Grand-et-Beaurain,41.1545785621682
02315,Flavy-le-Martel,41.8996987951807
